Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Direction
HA+P2/P6 / SHAM,A0A287BKJ3,A0A287BKJ3,-0.7083766503821278,0.7083766503821278,4.522739989357504e-05,0.0005879748183776,112,A0A287BKJ3,PABPC4L,Poly(A) binding protein cytoplasmic 4 like,A0A287BKJ3_PIG,2,-38.79916042308517,0.6120083957691483,HA+P2/P6,SHAM,"nucleus,cytosol,cytoplasmic stress granule,ribonucleoprotein complex","mRNA 3'-UTR binding,poly(A) binding,poly(U) RNA binding",,Downregulated
NB REM / SHAM,A0A5G2RDE5,A0A5G2RDE5,-0.7056386790244682,0.7056386790244682,8.473837115886624e-06,0.000177327255431,90,A0A5G2RDE5,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,A0A5G2RDE5_PIG,3,-38.68290213796007,0.6131709786203993,NB REM,SHAM,,,,Downregulated
HA+P6 / SHAM,A0A5G2R6F9,A0A5G2R6F9,-0.7055814604727586,0.7055814604727586,2.6271223915332568e-05,0.0003986509893312,106,A0A5G2R6F9,LOC100155534,Uncharacterized protein,A0A5G2R6F9_PIG,2,-38.68047019980905,0.6131952980019095,HA+P6,SHAM,,kinase activity,,Downregulated
NB REM / SHAM,F1RSW6,F1RSW6,-0.7029052697047207,0.7029052697047207,5.464733746283069e-07,2.606727526285902e-05,90,F1RSW6,POLR1D,RNA_pol_L_2 domain-containing protein,F1RSW6_PIG,3,-38.56661726909449,0.6143338273090551,NB REM,SHAM,"DNA-directed RNA polymerase III complex,DNA-directed RNA polymerase I complex","RNA polymerase I activity,RNA polymerase III activity,DNA binding,protein dimerization activity","transcription elongation from RNA polymerase I promoter,transcription from RNA polymerase III promoter",Downregulated
NB REM / SHAM,A0A287A035,A0A287A035,-0.7027490965505074,0.7027490965505074,6.29082317982104e-12,7.357467198977362e-09,90,A0A287A035,LOC102162880,Uncharacterized protein,A0A287A035_PIG,5,-38.55996668515602,0.6144003331484398,NB REM,SHAM,,,,Downregulated
NB / SHAM,A0A287B0K4,A0A287B0K4,-0.7000321340023598,0.7000321340023598,3.545044631171104e-07,1.9813348559844445e-05,90,A0A287B0K4,EI24,EI24 autophagy associated transmembrane protein,A0A287B0K4_PIG,2,-38.444150417972345,0.6155584958202766,NB,SHAM,,,,Downregulated
NB / SHAM,A0A287BFJ1,A0A287BFJ1,-0.6998646626683085,0.6998646626683085,5.902995547336966e-05,0.0007058114100484,90,A0A287BFJ1,CSF2RA,Fibronectin type-III domain-containing protein,A0A287BFJ1_PIG,2,-38.43700445966793,0.6156299554033207,NB,SHAM,"cytosol,external side of plasma membrane,growth hormone receptor complex","growth hormone receptor activity,peptide hormone binding,cytokine binding","positive regulation of cell proliferation,cytokine-mediated signaling pathway,positive regulation of JAK-STAT cascade,growth hormone receptor signaling pathway",Downregulated
HA+P6 / SHAM,A0A287ASW3,A0A287ASW3,-0.6988111007078714,0.6988111007078714,2.976011661917581e-10,1.3619782066671506e-07,106,A0A287ASW3,CYP19A1,Aromatase 1,A0A287ASW3_PIG,2,-38.39203021554444,0.6160796978445556,HA+P6,SHAM,"endoplasmic reticulum,membrane","iron ion binding,heme binding,aromatase activity","female gonad development,response to estradiol",Downregulated
HA+EMD / SHAM,A0A5G2QYF1,A0A5G2QYF1,-0.6979804498041503,0.6979804498041503,4.005708488112837e-08,4.346813149059352e-06,112,A0A5G2QYF1,DSCAML1,DS cell adhesion molecule like 1,A0A5G2QYF1_PIG,2,-38.35654839200077,0.6164345160799923,HA+EMD,SHAM,"plasma membrane,axon,cell surface","protein homodimerization activity,protein binding involved in cell-cell adhesion","homophilic cell adhesion via plasma membrane adhesion molecules,axon guidance,central nervous system development,brain development,embryonic skeletal system morphogenesis,dendrite self-avoidance",Downregulated
NB REM / SHAM,A0A287A617,A0A287A617,-0.695272807495515,0.695272807495515,7.58643816521224e-06,0.0001634739650559,90,A0A287A617,HMGN5,High mobility group nucleosome-binding domain-containing protein 5,A0A287A617_PIG,2,-38.24074765980755,0.6175925234019245,NB REM,SHAM,"chromatin,nucleus",nucleosomal DNA binding,chromatin organization,Downregulated
NB / SHAM,B2ZPK1,B2ZPK1,-0.6943540884808638,0.6943540884808638,4.590410496776096e-08,4.733795402442543e-06,90,B2ZPK1,CYBRD1,Cytochrome b561 domain-containing protein,B2ZPK1_PIG,3,-38.201406379966805,0.6179859362003319,NB,SHAM,"lysosomal membrane,apical plasma membrane,brush border membrane","oxidoreductase activity,identical protein binding,Requires Ontology","cellular iron ion homeostasis,response to iron ion,transmembrane transport,multicellular organismal iron ion homeostasis,Requires Ontology",Downregulated
NB REM / SHAM,A0A287A9P0,A0A287A9P0,-0.6932281024197796,0.6932281024197796,6.617056559694312e-06,0.0001487212897096,90,A0A287A9P0,MSTO1,Misato mitochondrial distribution and morphology regulator 1,A0A287A9P0_PIG,4,-38.153155353592005,0.61846844646408,NB REM,SHAM,"cytoplasm,mitochondrion,mitochondrial outer membrane,cytosol",,"mitochondrion organization,positive regulation of mitochondrial fusion,mitochondrion distribution",Downregulated
HA+EMD / SHAM,A0A287BP93,A0A287BP93,-0.6873447882311421,0.6873447882311421,0.0001210544206526,0.0011514025588459,112,A0A287BP93,MRPL57,Mitochondrial ribosomal protein L57,A0A287BP93_PIG,3,-37.90042879817071,0.620995712018293,HA+EMD,SHAM,"mitochondrial ribosome,mitochondrial large ribosomal subunit",structural constituent of ribosome,translation,Downregulated
NB REM / SHAM,I3LUP1,I3LUP1,-0.686962448472371,0.686962448472371,0.0009102249299473,0.0046393013972414,90,I3LUP1,GMPPA,Mannose-1-phosphate guanyltransferase alpha,GMPPA_PIG,2,-37.88396913008156,0.6211603086991844,NB REM,SHAM,"cytoplasm,Requires Ontology",transferase activity,biosynthetic process,Downregulated
NB REM / SHAM,A0A287AX25,A0A287AX25,-0.6866501854628172,0.6866501854628172,1.7406287109020988e-06,5.9230143785416455e-05,90,A0A287AX25,SUGP2,SURP and G-patch domain containing 2,A0A287AX25_PIG,2,-37.87052301882656,0.6212947698117344,NB REM,SHAM,"nucleoplasm,nuclear body",RNA binding,"mRNA processing,RNA splicing",Downregulated
NB / SHAM,A0A5G2QJG3,A0A5G2QJG3,-0.6844094705495775,0.6844094705495775,1.1294779991634552e-12,2.0980386033872693e-09,90,A0A5G2QJG3,CLDN3,Claudin,A0A5G2QJG3_PIG,2,-37.77395194330991,0.6222604805669009,NB,SHAM,,,,Downregulated
NB REM / SHAM,A0A5G2QQG6,A0A5G2QQG6,-0.6841015588089259,0.6841015588089259,0.0007002731558256,0.0038774725082696,90,A0A5G2QQG6,NDC80,DUF5595 domain-containing protein,A0A5G2QQG6_PIG,4,-37.76066973533868,0.6223933026466132,NB REM,SHAM,"centrosome,cytosol,nuclear speck,Ndc80 complex","microtubule binding,identical protein binding,Requires Ontology","establishment of mitotic spindle orientation,mitotic spindle organization,centrosome duplication,cell division,attachment of mitotic spindle microtubules to kinetochore,positive regulation of mitotic cell cycle spindle assembly checkpoint",Downregulated
HA+P2/P6 / SHAM,A0A286ZZX3,A0A286ZZX3,-0.6832563055392874,0.6832563055392874,4.674445053506308e-07,2.3731451109264012e-05,112,A0A286ZZX3,TIMP3,NTR domain-containing protein,A0A286ZZX3_PIG,5,-37.72419396600337,0.6227580603399663,HA+P2/P6,SHAM,"extracellular space,extracellular matrix,basement membrane","metalloendopeptidase inhibitor activity,metal ion binding","response to hormone,response to cytokine,negative regulation of membrane protein ectodomain proteolysis",Downregulated
NB / SHAM,A1XQR6;F2Z5I3,A1XQR6;F2Z5I3,-0.683144789306965,0.683144789306965,0.000239656920187,0.0018503389304807,90,A1XQR6;F2Z5I3,ROMO1,Reactive oxygen species modulator 1,ROMO1_PIG;F2Z5I3_PIG,2,-37.71938003688524,0.6228061996311476,NB,SHAM,"mitochondrion,mitochondrial inner membrane presequence translocase complex;",;,"protein import into mitochondrial matrix,cellular response to reactive oxygen species,defense response to bacterium,protein import into mitochondrial inner membrane,replicative senescence,positive regulation of reactive oxygen species metabolic process;",Downregulated
NB / SHAM,P08835,P08835,-0.6823573476821861,0.6823573476821861,9.200469894253367e-08,7.66576354408266e-06,90,P08835,ALB,Albumin,ALBU_PIG,5,-37.6853771897163,0.623146228102837,NB,SHAM,"cytoplasm,extracellular space,macromolecular complex","oxygen binding,DNA binding,fatty acid binding,toxic substance binding,pyridoxal phosphate binding,small molecule binding,metal ion binding,enterobactin binding","cellular response to starvation,negative regulation of mitochondrial depolarization,cellular response to calcium ion starvation",Downregulated
NB REM / SHAM,A0A5G2QEE1;Q867B5,A0A5G2QEE1;Q867B5,-0.6821792521080863,0.6821792521080863,0.0021202685805431,0.008323451173097,90,A0A5G2QEE1;Q867B5,RAG1,V(D)J recombination-activating protein 1,A0A5G2QEE1_PIG;RAG1_PIG,2,-37.67768419622869,0.6232231580377131,NB REM,SHAM,;,;,;,Downregulated
NB / SHAM,A0A286ZS25,A0A286ZS25,-0.6821423986514186,0.6821423986514186,1.2251127322496455e-05,0.0002325719759173,90,A0A286ZS25,RELB,RHD domain-containing protein,A0A286ZS25_PIG,2,-37.67609216046528,0.6232390783953472,NB,SHAM,"nucleus,cytoplasm,chromatin,nucleoplasm,centrosome,cytosol,synapse,transcriptional repressor complex","RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,protein kinase binding,identical protein binding","inflammatory response,I-kappaB kinase/NF-kappaB signaling,antigen processing and presentation,negative regulation of interferon-beta production,circadian regulation of gene expression,response to cytokine,NIK/NF-kappaB signaling,myeloid dendritic cell differentiation,T-helper 1 cell differentiation,innate immune response,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter",Downregulated
NB / SHAM,F1STC2,F1STC2,-0.6816317431518955,0.6816317431518955,0.0023415747935427,0.0089140746028321,90,F1STC2,ENSSSCG00000039102,Ig-like domain-containing protein,F1STC2_PIG,2,-37.65402812155413,0.6234597187844587,NB,SHAM,immunoglobulin complex,,immune response,Downregulated
NB REM / SHAM,A0A286ZUR6,A0A286ZUR6,-0.6810411009311731,0.6810411009311731,1.0962827306010627e-07,8.80608565644416e-06,90,A0A286ZUR6,CCDC30,Uncharacterized protein,A0A286ZUR6_PIG,2,-37.62849833098083,0.6237150166901917,NB REM,SHAM,,,,Downregulated
VetricynVF / SHAM,F1SSD1,F1SSD1,-0.6806593051142312,0.6806593051142312,0.0038634246220377,0.0126280118739993,82,F1SSD1,INVS,ANK_REP_REGION domain-containing protein,F1SSD1_PIG,2,-37.61199010921212,0.6238800989078789,VetricynVF,SHAM,cilium,,"kidney development,negative regulation of canonical Wnt signaling pathway,protein localization to ciliary inversin compartment",Downregulated
NB REM / SHAM,Q29099,Q29099,-0.6796623010175713,0.6796623010175713,0.0001720096220838,0.0014735818530102,90,Q29099,PTBP1,Polypyrimidine tract-binding protein 1,PTBP1_PIG,2,-37.56886069009894,0.6243113930990106,NB REM,SHAM,,,,Downregulated
HA / SHAM,A0A287A9A2,A0A287A9A2,-0.6792970462864243,0.6792970462864243,0.0223026512912433,0.0424721458494078,108,A0A287A9A2,PEX1,AAA domain-containing protein,A0A287A9A2_PIG,2,-37.55305266746548,0.6244694733253452,HA,SHAM,,,,Downregulated
EMD / SHAM,A0A287BP93,A0A287BP93,-0.676289001162038,0.676289001162038,3.817453570827141e-05,0.0005212760973596,104,A0A287BP93,MRPL57,Mitochondrial ribosomal protein L57,A0A287BP93_PIG,3,-37.42271382622525,0.6257728617377475,EMD,SHAM,"mitochondrial ribosome,mitochondrial large ribosomal subunit",structural constituent of ribosome,translation,Downregulated
EMD / SHAM,I3LRU2,I3LRU2,-0.6706820652710965,0.6706820652710965,0.0006030225670349,0.0034991265383734,104,I3LRU2,ELOA,Elongin-A,I3LRU2_PIG,2,-37.1790382634922,0.628209617365078,EMD,SHAM,,,,Downregulated
NB REM / SHAM,A0A5G2REJ8,A0A5G2REJ8,-0.6702978844228621,0.6702978844228621,2.4292587882821905e-06,7.42605363178848e-05,90,A0A5G2REJ8,TPPP,Tubulin polymerization promoting protein,A0A5G2REJ8_PIG,2,-37.16230719877138,0.6283769280122862,NB REM,SHAM,,,,Downregulated
VetricynVF / SHAM,A0A287BKI6,A0A287BKI6,-0.6699792146801858,0.6699792146801858,1.257823239743411e-06,4.676226217337656e-05,82,A0A287BKI6,PIGB,Mannosyltransferase,A0A287BKI6_PIG,3,-37.14842575983689,0.6285157424016311,VetricynVF,SHAM,,,,Downregulated
NB / SHAM,B3FVQ2,B3FVQ2,-0.669156300598309,0.669156300598309,4.180585151234883e-07,2.1894486105869872e-05,90,B3FVQ2,CD209,C-type lectin domain-containing protein,B3FVQ2_PIG,7,-37.11256495916852,0.6288743504083147,NB,SHAM,external side of plasma membrane,"carbohydrate binding,pattern recognition receptor activity",immune response,Downregulated
NB REM / SHAM,A0A286ZRB3,A0A286ZRB3,-0.6674765175390288,0.6674765175390288,0.0028430765098049,0.0101651573852606,90,A0A286ZRB3,ENSSSCG00000036469,Histone domain-containing protein,A0A286ZRB3_PIG,2,-37.03930015435858,0.6296069984564142,NB REM,SHAM,,,,Downregulated
HA+EMD / SHAM,A0A287BLD5,A0A287BLD5,-0.6669696675565294,0.6669696675565294,2.6294441778089495e-07,1.5845913787566985e-05,112,A0A287BLD5,PBLD,Phenazine biosynthesis like protein domain containing,A0A287BLD5_PIG,3,-37.01717681228711,0.6298282318771289,HA+EMD,SHAM,cytoplasm,"isomerase activity,identical protein binding","biosynthetic process,maintenance of gastrointestinal epithelium,negative regulation of transforming growth factor beta receptor signaling pathway",Downregulated
NB / SHAM,A0A287A021,A0A287A021,-0.6655732783494478,0.6655732783494478,6.966596798003048e-08,6.214440499642379e-06,90,A0A287A021,NUTF2,Nuclear transport factor 2,A0A287A021_PIG,5,-36.95618602171224,0.6304381397828775,NB,SHAM,,,,Downregulated
NB / SHAM,A0A287B0F4,A0A287B0F4,-0.6644618819249133,0.6644618819249133,2.480081314126125e-07,1.5236577380831664e-05,90,A0A287B0F4,LRMP,Uncharacterized protein,A0A287B0F4_PIG,4,-36.90760079564943,0.6309239920435057,NB,SHAM,endoplasmic reticulum membrane,,,Downregulated
NB / SHAM,A0A287AAB2,A0A287AAB2,-0.6632171939766657,0.6632171939766657,0.0001238942093976,0.0011667316419856,90,A0A287AAB2,SLA-11,Ig-like domain-containing protein,A0A287AAB2_PIG,2,-36.853144217828856,0.6314685578217114,NB,SHAM,,,,Downregulated
NB REM / SHAM,F1RZY2,F1RZY2,-0.6612953298754514,0.6612953298754514,3.588550513529169e-05,0.0004981065851262,90,F1RZY2,IER3IP1,Immediate early response 3 interacting protein 1,F1RZY2_PIG,2,-36.76896804655742,0.6323103195344258,NB REM,SHAM,"Golgi membrane,endoplasmic reticulum membrane,ER to Golgi transport vesicle",,"positive regulation of extracellular matrix constituent secretion,ER to Golgi vesicle-mediated transport,brain development,protein transport,organ growth,positive regulation of protein secretion,regulation of fibroblast apoptotic process",Downregulated
HA+P2 / SHAM,F1S5N3,F1S5N3,-0.6603563933697173,0.6603563933697173,3.10286071221926e-05,0.0004478159760989,106,F1S5N3,SORCS3,PKD domain-containing protein,F1S5N3_PIG,3,-36.72780255675715,0.6327219744324285,HA+P2,SHAM,,,,Downregulated
HA / SHAM,I3LUZ4,I3LUZ4,-0.6600212990751093,0.6600212990751093,2.584516385157174e-07,1.5634838775956555e-05,108,I3LUZ4,LOC100514323,Uncharacterized protein,I3LUZ4_PIG,2,-36.71310463774542,0.6328689536225458,HA,SHAM,,,,Downregulated
HA+P6 / SHAM,A0A287AAB2,A0A287AAB2,-0.6589929544559572,0.6589929544559572,5.029749730715136e-06,0.0001233147802768,106,A0A287AAB2,SLA-11,Ig-like domain-containing protein,A0A287AAB2_PIG,2,-36.667978026395865,0.6333202197360414,HA+P6,SHAM,,,,Downregulated
NB / SHAM,A0A286ZND6,A0A286ZND6,-0.6583397753870339,0.6583397753870339,1.3003954978317696e-06,4.76379223092014e-05,90,A0A286ZND6,FFAR2,G_PROTEIN_RECEP_F1_2 domain-containing protein,A0A286ZND6_PIG,2,-36.63929801027369,0.6336070198972631,NB,SHAM,,,,Downregulated
NB / SHAM,Q5S1S4,Q5S1S4,-0.6577060893967878,0.6577060893967878,1.003239010539741e-16,6.336056294964787e-13,90,Q5S1S4,CA3,Carbonic anhydrase 3,CAH3_PIG,24,-36.61146149097798,0.6338853850902202,NB,SHAM,cytosol,"carbonate dehydratase activity,zinc ion binding,nickel cation binding",response to bacterium,Downregulated
HA+P6 / SHAM,I3LRU2,I3LRU2,-0.6547910325026026,0.6547910325026026,0.0036690376754751,0.0121971651454,106,I3LRU2,ELOA,Elongin-A,I3LRU2_PIG,2,-36.48325144116489,0.6351674855883511,HA+P6,SHAM,,,,Downregulated
NB / SHAM,A0A287BPZ4,A0A287BPZ4,-0.652898055720199,0.652898055720199,2.3913755921092472e-08,2.9966213669692776e-06,90,A0A287BPZ4,AP3S1,Clat_adaptor_s domain-containing protein,A0A287BPZ4_PIG,4,-36.39985568339157,0.6360014431660843,NB,SHAM,,,,Downregulated
EMD / SHAM,A0A0R4J8D7,A0A0R4J8D7,-0.6507887223246551,0.6507887223246551,5.632053284169253e-06,0.0001336715409376,104,A0A0R4J8D7,MRPL28,ICT1,A0A0R4J8D7_PIG,3,-36.30679926873052,0.6369320073126948,EMD,SHAM,,,,Downregulated
HA+EMD / SHAM,A0A287AYM9,A0A287AYM9,-0.6497782774450851,0.6497782774450851,5.804026093547883e-09,1.145497099887844e-06,112,A0A287AYM9,MRGPRF,G_PROTEIN_RECEP_F1_2 domain-containing protein,A0A287AYM9_PIG,2,-36.26217375197312,0.6373782624802687,HA+EMD,SHAM,"plasma membrane,nucleoplasm,nuclear membrane",G-protein coupled receptor activity,G-protein coupled receptor signaling pathway,Downregulated
NB / SHAM,A0A287AUJ0,A0A287AUJ0,-0.6492608705903653,0.6492608705903653,3.036924971264079e-06,8.70215091516468e-05,90,A0A287AUJ0,LYRM4,Uncharacterized protein,A0A287AUJ0_PIG,3,-36.23931077563536,0.6376068922436464,NB,SHAM,"mitochondrion,nuclear body,Requires Ontology,L-cysteine desulfurase complex",protein homodimerization activity,"iron-sulfur cluster assembly,[2Fe-2S] cluster assembly,[4Fe-4S] cluster assembly",Downregulated
HA / SHAM,F1RZV0,F1RZV0,-0.6471715649187584,0.6471715649187584,6.357273741048296e-05,0.0007405016237359,108,F1RZV0,ZNF451,Zinc finger protein 451,F1RZV0_PIG,2,-36.14690588508307,0.6385309411491693,HA,SHAM,,,,Downregulated
VetricynVF / SHAM,A0A287BCL9,A0A287BCL9,-0.6469604290556115,0.6469604290556115,0.0151955090653338,0.0327047290938598,82,A0A287BCL9,QRICH2,Glutamine rich 2,A0A287BCL9_PIG,2,-36.13756041406084,0.6386243958593916,VetricynVF,SHAM,,,,Downregulated
HA+P6 / SHAM,F1RVL7,F1RVL7,-0.6468866774371155,0.6468866774371155,7.136464359897293e-05,0.0007999832146142,106,F1RVL7,TREML1,Ig-like domain-containing protein,F1RVL7_PIG,2,-36.13429563630992,0.6386570436369008,HA+P6,SHAM,,,,Downregulated
NB REM / SHAM,F1RUA3,F1RUA3,-0.6458502688398983,0.6458502688398983,0.000678853196828,0.0037943453518874,90,F1RUA3,UPF3B,UPF3B regulator of nonsense mediated mRNA decay,F1RUA3_PIG,3,-36.0883990717952,0.639116009282048,NB REM,SHAM,,,,Downregulated
EMD / SHAM,F1S503,F1S503,-0.6442498880284401,0.6442498880284401,6.955525280012675e-08,6.214440499642379e-06,104,F1S503,BPIFB5,Uncharacterized protein,F1S503_PIG,2,-36.01746263060718,0.6398253736939282,EMD,SHAM,,lipid binding,,Downregulated
EMD / SHAM,F1RZV0,F1RZV0,-0.6431854183620055,0.6431854183620055,6.922989335266378e-06,0.000152872659825,104,F1RZV0,ZNF451,Zinc finger protein 451,F1RZV0_PIG,2,-35.97023670934898,0.6402976329065102,EMD,SHAM,,,,Downregulated
NB / SHAM,F1RPA9,F1RPA9,-0.6424860599927161,0.6424860599927161,9.441933048830242e-10,3.138498545431172e-07,90,F1RPA9,UMOD,Uromodulin,F1RPA9_PIG,4,-35.93919022689563,0.6406080977310437,NB,SHAM,"extracellular space,cell surface,apical plasma membrane,spindle pole,endoplasmic reticulum,basolateral plasma membrane,ciliary membrane,side of membrane","calcium ion binding,IgG binding","organ or tissue specific immune response,renal water homeostasis,glomerular filtration,lipid metabolic process,cellular calcium ion homeostasis,cellular sodium ion homeostasis,autophagy,inflammatory response,endoplasmic reticulum organization,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,leukocyte cell-cell adhesion,regulation of blood pressure,RNA splicing,response to xenobiotic stimulus,response to water deprivation,urate transport,cellular phosphate ion homeostasis,cellular chloride ion homeostasis,response to lipopolysaccharide,tumor necrosis factor-mediated signaling pathway,multicellular organismal response to stress,cellular response to unfolded protein,regulation of urine volume,ERAD pathway,protein transport into plasma membrane raft,citric acid secretion,defense response to Gram-negative bacterium,regulation of protein transport,potassium ion homeostasis,micturition,chaperone-mediated protein folding,renal sodium ion absorption,urea transmembrane transport,collecting duct development,juxtaglomerular apparatus development,metanephric ascending thin limb development,metanephric distal convoluted tubule development,metanephric thick ascending limb development,protein localization to vacuole,apoptotic signaling pathway,connective tissue replacement,Requires Ontology,neutrophil migration",Downregulated
VetricynVF / SHAM,F1RUL2,F1RUL2,-0.6419821567882691,0.6419821567882691,2.292819842415158e-05,0.0003613751933241,82,F1RUL2,PFKFB3,6PF2K domain-containing protein,F1RUL2_PIG,5,-35.91681121781329,0.6408318878218671,VetricynVF,SHAM,,,,Downregulated
HA+P2/P6 / SHAM,I3L954,I3L954,-0.6413307708796692,0.6413307708796692,4.952133408385178e-09,1.022081495228674e-06,112,I3L954,TKTL1,Transket_pyr domain-containing protein,I3L954_PIG,3,-35.88787072105264,0.6411212927894736,HA+P2/P6,SHAM,cytosol,"transketolase activity,thiamine pyrophosphate binding",,Downregulated
HA+P2/P6 / SHAM,A0A286ZXF4,A0A286ZXF4,-0.6408328650751404,0.6408328650751404,9.25658862825032e-08,7.692225150076014e-06,112,A0A286ZXF4,ENSSSCG00000031292,WAP domain-containing protein,A0A286ZXF4_PIG,3,-35.865740395865686,0.6413425960413431,HA+P2/P6,SHAM,extracellular space,serine-type endopeptidase inhibitor activity,"antibacterial humoral response,innate immune response",Downregulated
HA+EMD / SHAM,A0A287B2P7,A0A287B2P7,-0.640774266653725,0.640774266653725,0.0001203556100257,0.0011457912129617,112,A0A287B2P7,PIGX,Phosphatidylinositol-glycan biosynthesis class X protein,A0A287B2P7_PIG,2,-35.86313538053722,0.6413686461946277,HA+EMD,SHAM,endoplasmic reticulum membrane,,GPI anchor biosynthetic process,Downregulated
NB REM / SHAM,F1RH55,F1RH55,-0.6395578611769217,0.6395578611769217,1.7977986194586848e-10,9.461814134211056e-08,90,F1RH55,VRK3,Protein kinase domain-containing protein,F1RH55_PIG,2,-35.809035705884895,0.641909642941151,NB REM,SHAM,,,,Downregulated
NB REM / SHAM,A0A5G2R6F9,A0A5G2R6F9,-0.6394355715705023,0.6394355715705023,0.0197039323675168,0.0390443509225304,90,A0A5G2R6F9,LOC100155534,Uncharacterized protein,A0A5G2R6F9_PIG,2,-35.803594347702614,0.6419640565229738,NB REM,SHAM,,kinase activity,,Downregulated
VetricynVF / SHAM,P08835,P08835,-0.6362035002609983,0.6362035002609983,9.64718359786522e-05,0.0009913399402973,82,P08835,ALB,Albumin,ALBU_PIG,5,-35.65961384888855,0.6434038615111145,VetricynVF,SHAM,"cytoplasm,extracellular space,macromolecular complex","oxygen binding,DNA binding,fatty acid binding,toxic substance binding,pyridoxal phosphate binding,small molecule binding,metal ion binding,enterobactin binding","cellular response to starvation,negative regulation of mitochondrial depolarization,cellular response to calcium ion starvation",Downregulated
NB / SHAM,A0A5G2QT30,A0A5G2QT30,-0.6359116153163575,0.6359116153163575,6.400374204779135e-07,2.895573304276726e-05,90,A0A5G2QT30,RALYL,RRM domain-containing protein,A0A5G2QT30_PIG,4,-35.64659523482098,0.6435340476517902,NB,SHAM,,,,Downregulated
HA+EMD / SHAM,I3LRU2,I3LRU2,-0.6358119128737225,0.6358119128737225,0.0006055498864802,0.0035099218640367,112,I3LRU2,ELOA,Elongin-A,I3LRU2_PIG,2,-35.64214771599211,0.6435785228400789,HA+EMD,SHAM,,,,Downregulated
NB REM / SHAM,A0A286ZLF0,A0A286ZLF0,-0.6355400606096361,0.6355400606096361,2.1206167643809962e-08,2.7898788634528677e-06,90,A0A286ZLF0,DMGDH,Dimethylglycine dehydrogenase,A0A286ZLF0_PIG,3,-35.63001938958635,0.6436998061041365,NB REM,SHAM,"cytoplasm,mitochondrion,mitochondrial matrix",dimethylglycine dehydrogenase activity,choline catabolic process,Downregulated
VetricynVF / SHAM,C3UP60,C3UP60,-0.6336472551436858,0.6336472551436858,0.0009541345398579,0.0047771778182392,82,C3UP60,MAL2,MARVEL domain-containing protein,C3UP60_PIG,2,-35.54551101522111,0.6445448898477889,VetricynVF,SHAM,"membrane,membrane raft",structural constituent of myelin sheath,myelination,Downregulated
HA+P6 / SHAM,F1S1B2,F1S1B2,-0.6334753403442624,0.6334753403442624,5.199091867119347e-06,0.0001267775467026,106,F1S1B2,MPZ,Ig-like domain-containing protein,F1S1B2_PIG,11,-35.53783001510856,0.6446216998489144,HA+P6,SHAM,plasma membrane,protein tyrosine kinase activity,"myelination,cell-cell adhesion via plasma-membrane adhesion molecules",Downregulated
HA+P6 / SHAM,Cont_Q2KJ63,Cont_Q2KJ63,-0.6306855265064786,0.6306855265064786,0.0253772601040353,0.0464504474591484,106,Cont_Q2KJ63,KLKB1,Plasma kallikrein,KLKB1_BOVIN,2,-35.413055588530554,0.6458694441146945,HA+P6,SHAM,,,,Downregulated
HA+EMD / SHAM,A0A287A143,A0A287A143,-0.6301067591794923,0.6301067591794923,2.8536480063678427e-08,3.4133521494349897e-06,112,A0A287A143,MRPL2,Ribosomal_L2_C domain-containing protein,A0A287A143_PIG,3,-35.3871399853252,0.646128600146748,HA+EMD,SHAM,"nucleoplasm,organelle membrane,mitochondrial large ribosomal subunit","RNA binding,structural constituent of ribosome",mitochondrial translation,Downregulated
NB / SHAM,A0A286ZRB3,A0A286ZRB3,-0.6290182401926651,0.6290182401926651,0.0065747415052065,0.0182584809824477,90,A0A286ZRB3,ENSSSCG00000036469,Histone domain-containing protein,A0A286ZRB3_PIG,2,-35.33837093670095,0.6466162906329905,NB,SHAM,,,,Downregulated
HA+EMD / SHAM,F1S7X5,F1S7X5,-0.6287847848641822,0.6287847848641822,5.3996435670162005e-09,1.0970856993923685e-06,112,F1S7X5,MTRF1L,RF_PROK_I domain-containing protein,F1S7X5_PIG,3,-35.32790661619794,0.6467209338380205,HA+EMD,SHAM,mitochondrion,"translation release factor activity, codon specific",mitochondrial translational termination,Downregulated
